Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
18764c6a-31fe-391c-80ac-6a5b761e06d6,19 OBERY STREET OPERATOR LLC,19 OBERY ST,PLYMOUTH,MA,023602129,41.94456995,-70.64966444737888,5087474790,0.0,2
96e9e829-0b71-3ad3-8b41-60e25b5d47d7,ADVOCATE HEALTHCARE OF EAST BOSTON LLC,111 ORIENT AVE,EAST BOSTON,MA,021281006,42.39055278090538,-71.00587148689957,6175692100,0.0,1
e59fb2d5-508c-38c6-af2e-21d8216dd2b0,BAYSTATE MEDICAL CENTER,759 CHESTNUT ST,WARE,MA,010821625,42.256476,-72.237482,4137940000,0.0,20
7a3b8310-02eb-3c47-aa1b-3f55b3ed9de9,ON CALL URGENT CARE  LLC,6 HATFIELD ST,NORTHAMPTON,MA,010602545,42.333172950000005,-72.6566355591273,4135847425,0.0,12
ecadbc11-930c-3903-b706-f8ef4bc9089e,PRIMARY CARE ASSOCIATES LLC,780 CHESTNUT ST,SPRINGFIELD,MA,011031109,42.1211633,-72.60614164702717,4137872800,0.0,25
440fa4b8-c731-3cf5-81d9-aa3f30a37b95,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,PEABODY,MA,019602901,42.5278731,-70.9286609,7817445100,0.0,23
0fab3c4e-a028-39a6-b15a-be5a88b6aa2a,ENCOMPASS HEALTH REHAB HOSPITAL OF WESTERN MASS,222 STATE STREET,LUDLOW,MA,010563437,42.15547415,-72.47222226666076,4135897581,0.0,443
3b021cb6-4745-3d9d-8436-230055f770bd,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,148 CHESTNUT ST,NEEDHAM,MA,024943238,42.27728075,-71.23665362814043,7814533000,0.0,26
ce53c877-0290-390a-b4b4-2462001a1713,CIRCLE HOME,847 ROGERS STREET  SUITE 201,LOWELL,MA,018524345,42.6275246,-71.27673639687623,9784599343,0.0,3
be895734-2bc8-387a-8897-7023aee72926,BOSTON HOME CARE LLC,12A ELMWOOD ST,REVERE,MA,021514604,42.420126,-70.997252,3392260862,0.0,45
c92cc255-6778-3307-8092-987d667be4ce,SALEM FAMILY HEALTH CENTER,89 FOSTER ST,PEABODY,MA,019608925,42.5278731,-70.9286609,9785324903,0.0,28
00ffb204-07b4-3c72-a678-fa252e6cf86c,BEDFORD-LEXINGTON INTERNAL MEDICINE  PC,450 BEDFORD ST,LEXINGTON,MA,02420,42.47370735,-71.25090005,7812746274,0.0,110
ad82d624-72eb-3c7d-a76d-79f2668d1390,WOODLAND INTERNISTS  P.C.,3 WOODLAND RD,STONEHAM,MA,021801711,42.452443099999996,-71.08939988105112,7816627990,0.0,73
b8421363-9807-3b16-a146-95336eea5cfb,COOLEY DICKINSON HOSPITAL INC,30 LOCUST ST,NORTHAMPTON,MA,010602052,42.33032115,-72.65330802608176,4135822000,0.0,334
37111f41-8bc5-35d3-9cd9-5b447a11ffd1,NEVINS NURSING & REHABILITATION CENTER,TEN INGALLS COURT,METHUEN,MA,018443712,42.7262016,-71.1908924,9786827611,0.0,10
7567027f-af4e-3cd6-b1bf-e764ca3a5866,BEAR MT SPRINGFIELD LLC,215 BICENTENNIAL HWY,SPRINGFIELD,MA,011181962,42.095480800000004,-72.50509214731676,4137967511,0.0,2
24460683-f514-37ef-98c1-724b2fc9aa2a,THE COMMONWEALTH OF MASSACHUSETTS,60 HODGES AVE,TAUNTON,MA,027803034,41.91158935,-71.10129620180315,5089773110,0.0,45
945104f1-4b95-3eed-bd02-5efa0afbf34d,DIGNITY HOSPICE CARE INC,20 CENTRAL AVE # 506,LYNN,MA,019011201,42.46410018181818,-70.9465129090909,8572054114,0.0,1
e854f053-5621-31fa-afa1-29040b0d7466,MATTAPAN COMMUNITY HEALTH CENTER  INC.,1575 BLUE HILL AVE,BOSTON,MA,021262122,42.2698727,-71.0940406,6172960061,0.0,24
901c2d40-1ca3-3879-9a20-c663b8adc0a9,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,STONEHAM,MA,021802445,42.4863168,-71.0928919,6176365000,0.0,287
6170552c-4d27-3e64-8068-64a380f1837d,WP ACQUISITION SUB LLC,76 SUMMER ST,HAVERHILL,MA,018305814,42.7786873,-71.07306505177553,6158616000,0.0,35
e6cc6043-299a-3581-8f6b-b3b5d62c46ae,CARING HEALTH CENTER  INC,532 SUMNER AVE,SPRINGFIELD,MA,011082458,42.08631583333334,-72.55792579166666,4137391100,0.0,84
b9e35b8a-9831-32d8-a6dc-d7a546c126b0,VIBRA HOSPITAL OF WESTERN MASS - CENTRAL CAMPUS,111 HUNTOON MEMORIAL HIGHWAY  1ST FLOOR,SPRINGFIELD,MA,011092550,42.1018764,-72.5886727,4137876700,0.0,20
70d5bbef-3c05-3318-b9d7-003dc8fbb8cf,MARIAN MANOR  INC.,33 SUMMER ST,TAUNTON,MA,027803479,41.9005416,-71.08895606814966,5088224885,0.0,2
22249c0a-8ce9-3726-a3bb-b037c773ce5c,BOSTONIAN NURSING CARE & REHABILITATION CTR  THE,337 NEPONSET AVENUE,DORCHESTER,MA,021223103,42.2875144,-71.0470691675753,6172652350,0.0,2
b1965e0b-9ef4-3e96-bad6-cb88ea7e7324,MARTHA'S VINEYARD HOSPITAL INC,1 HOSPITAL RD,OAK BLUFFS,MA,025571406,41.46063105,-70.57989080295974,5086930410,0.0,29
e1818b21-4458-3b9c-b2b8-7ed6f57ae078,LIFE CARE CENTER OF WILBRAHAM,2399 BOSTON ROAD,WILBRAHAM,MA,010951185,42.14668485,-72.45048427046072,4135963111,0.0,1
328f813e-4de8-3ec2-a113-43f3ddfb0b2a,DILIGENCEHEALTHCARE,30-40 WESTPARK STREET,BROCKTON,MA,023015241,42.0834335,-71.0183787,8574539843,0.0,13
d6600c68-8a26-3a88-86e2-99517365c10a,New Bedford Outpatient Clinic,175 Elm Street,New Bedford,MA,02740,41.635937,-70.92991,508-994-0217,0.0,881
954e01a8-3b27-314e-9c77-254f1ac9c917,Plymouth Outreach Clinic,116 Long Pond Road,Plymouth,MA,02360,41.924313,-70.656654,800-865-3384,0.0,177
dd3307db-114c-3f11-be44-a9eef6bb3fc5,LYNN COMMUNITY HEALTH,269 UNION STREET,LYNN,MA,019011201,42.4652772,-70.94362420273097,7815962502,0.0,28
66505876-04a4-3f6e-9aa8-7232ee43ab76,548 ELM STREET OPERATING COMPANY  LLC,548 ELM STREET,NORTHAMPTON,MA,010602832,42.327755,-72.657308,4135863150,0.0,1
15d4c950-4691-3996-b4c4-bf06bfb58ff7,HOLY FAMILY HOSPITAL,70 EAST ST,METHUEN,MA,018445883,42.7285558,-71.16833738237946,9786870151,0.0,211
5018c664-e283-30eb-932a-529d9a19b3b5,FIRST PSYCHIATRIC PLANNERS  INC,300 SOUTH ST,WOBURN,MA,018014979,42.473347,-71.144086,6174690300,0.0,35
2e8b42f8-4300-30a9-a576-d513d1021a0a,GREATER LOWELL FAMILY PRACTICE PC,600 CLARK RD,TEWKSBURY,MA,018761699,42.63120935,-71.27023603178071,9784538446,0.0,42
d140ed3f-2696-3e78-bd77-1c959ec4fc4d,HATHAWAY MANOR EXTENDED CARE,863 HATHAWAY ROAD,NEW BEDFORD,MA,027401916,41.6512968,-70.9669902070805,5089966763,0.0,40
d4e48a16-0a60-3e90-81e5-c35b22ffe6af,GREEN MOUNTAIN URGENT CARE LLC,856 STATE RD,NORTH ADAMS,MA,012473027,42.69967208677275,-73.16330754755236,6035264635,0.0,3
4ff8b164-4cf5-3ab4-b0f2-7ce8fda920e5,CARDIOVASCULAR CENTER AT TUFTS MEDICAL CENTER INC,800 WASHINGTON ST,WORCESTER,MA,016550002,42.180483,-71.867782,6176365000,0.0,152
39c15c0f-5c49-311e-99d2-1fb99d80e06e,HARBOR HEALTH SERVICES INC,398 NEPONSET AVE,DORCHESTER,MA,021223134,42.286764399999996,-71.04402811508834,6172823200,0.0,81
e39e92a8-2fde-314a-8fb1-8551218f03d9,PLEASANT VALLEY INTERNISTS PC,60 EAST ST,METHUEN,MA,018444547,42.7265686,-71.16640139527428,9786890869,0.0,33
8f22037a-070f-3fcf-8f39-fa879f0ae107,DARTMOUTH HOUSE NURSING HOME INC,567 DARTMOUTH ST,S DARTMOUTH,MA,027481826,41.61112,-70.93937914285715,5089977787,0.0,4
bccd7d67-203c-3d93-b6b0-bff5a146cd1d,CARECENTRAL URGENT CARE MEDICAL GROUP PC,286 WASHINGTON ST,STOUGHTON,MA,020721763,42.1384306,-71.1022598,7813412800,0.0,8
07baae96-3d74-3c69-a845-dad7b792eb52,EMTAR HEALTH CARE INC,42 ASBURY ST,SOUTH HAMILTON,MA,019821808,42.61322825,-70.87300675048934,9784684101,0.0,47
63cb4d95-04a9-3a35-b5d9-f89e0377a48d,STURDY MEMORIAL HOSPITAL INC,211 PARK ST,ATTLEBORO,MA,027033143,41.9419187,-71.2752081695297,5082368110,0.0,272
4e880cb9-1ca0-3582-b8cf-8a59b0d2b878,BERKSHIRE INTERNAL MEDICINE LLC,51 S CHURCH ST,PITTSFIELD,MA,012016178,42.44648205,-73.25863241543368,4137688217,0.0,60
a2a41caf-758f-3962-8e5f-e6e603f93d17,VIBRA HOSPITAL OF WESTERN MASSACHUSETTS LLC,111 HUNTOON MEMORIAL HWY,ROCHDALE,MA,015421305,42.2020225,-71.89891616754682,5088926000,0.0,207
8ae6a210-708f-3b23-b7d3-ac7948abd2b0,EDWARD M KENNEDY COMMUNITY HEALTH CENTER INC,631 LINCOLN ST,WORCESTER,MA,016052010,42.2975664,-71.76536802164628,8008532288,0.0,33
db28cc9a-fdfb-35a6-aef7-ab9b933ef244,CAMBRIDGE REHABILITATION & NURSING CENTER,8 DANA STREET,CAMBRIDGE,MA,021385402,42.3694992,-71.11011030010101,6178644267,0.0,18
4e3c60e6-dbed-32c3-9b03-767d7fbc82b0,LEEDS MA SNF LLC,222 RIVER RD,LEEDS,MA,010539783,42.364084399999996,-72.70745188531934,4135848457,0.0,2
9d0e702d-50a0-3f4c-9126-0951d560fd4b,NEW ENGLAND REHABILITATION SERVICES OF CENTRAL MASSACHUSETTS INC,189 MAY ST,WORCESTER,MA,016024339,42.25986305,-71.83597786023279,5087916351,0.0,16
f0e3e152-0b08-3819-b962-b043f63f6dc1,NORTHWOOD REHABILITATION & HEALTHCARE CENTER,1010 VARNUM AVENUE,LOWELL,MA,018541915,42.6422606,-71.36626685573418,9784588773,0.0,6
ea8d287f-b3a9-3800-8798-788e334ee406,NORTH SHORE MEDICAL CENTER INC,81 HIGHLAND AVE,SWAMPSCOTT,MA,019072928,42.4699241,-70.9171507,9783542065,0.0,1
c7542447-e06e-32cb-b6db-243c23a0dbc2,FRANCISCAN HOSPITAL FOR CHILDREN INC,30 WARREN ST,BOSTON,MA,021353602,42.3501483,-71.14393324457691,6172543800,0.0,75
8bf5325a-c11b-35c4-b07d-17a5aeba8353,BEACON HOSPICE  AN AMYEDISYS COMPANY,815 WORCESTER STREET,SPRINGFIELD,MA,011511001,42.1018764,-72.5886727,4132051229,0.0,20
43e22208-dae0-3196-b30b-17b3c50679c2,GREATER LAWRENCE FAMILY HEALTH CENTER INC,147 PELHAM ST,METHUEN,MA,018442060,42.7288158,-71.20222773774655,9786833491,0.0,37
46375470-1e20-3ddc-8dc5-010ba53826b6,BAYSTATE WING HOSPITAL CORPORATION,40 WRIGHT ST,PALMER,MA,010691138,42.16934095,-72.34120457065711,4132837651,0.0,5
9d2a1656-0f4d-30d1-bc63-eb365a05529c,STEWARD GOOD SAMARITAN MEDICAL CENTER  INC.,235 N PEARL ST,BROCKTON,MA,023011794,42.09805395,-71.0609587194362,5084272841,0.0,20
aba3e6f6-4562-342e-b90f-dd61b117f394,MEDICAL EXPRESS URGENT CARE CENTER CO INC,438 CHESTNUT STREET,SPRINGFIELD,MA,011072008,42.11291091861002,-72.59692685125127,4137811100,0.0,2
a4b91172-69e7-3895-bd89-b9a0868de5c2,DARTMOUTH PRIMARY MEDICINE  LLC,651 ORCHARD ST,NEW BEDFORD,MA,027441052,41.6149879,-70.93113851963673,5089945300,0.0,100
eee00932-ca82-36bc-b7e8-e3fff6dbaeaa,DANA FARBER CANCER INSTITUTE,450 BROOKLINE AVE,WEYMOUTH,MA,021893141,42.2212188,-70.9391625,6176323000,0.0,475
be509ccb-bfb7-3b87-8945-8426b689ef9d,BOSTON HOME  INC (THE),2049 DORCHESTER AVENUE,BOSTON,MA,021244742,42.3554334,-71.060511,6178253905,0.0,8
6f90eaad-abe3-3ce0-b9a6-2031c5674f0d,MYHOME HEALTHCARE PLLC,800 TURNPIKE ST STE 300,NORTH ANDOVER,MA,018456156,42.66074825,-71.10724143845708,9783877087,0.0,36
a06b1a97-d6ce-3ea1-ba4a-2ef85a8114ab,APPLE VALLEY CENTER,400 GROTON ROAD,AYER,MA,014321171,42.57821195,-71.5733060441645,9787721704,0.0,2
6873525f-1680-3ceb-b536-270d44b46e2e,UPHAMS CORNER HEALTH COMMITTEE INC,500 COLUMBIA RD,DORCHESTER,MA,021252322,42.3147979,-71.067633,6172878000,0.0,62
f8918a95-31e8-3ac4-8d12-29ca6080ebda,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,199 REEDSDALE RD,MILTON,MA,021863926,42.251368299999996,-71.0768393856917,6173131214,0.0,112
8d5880eb-1dd8-31ea-b7c5-21709f3bb341,MELROSE INTERNAL MEDICINE ASSOC PC,50 ROWE ST,MELROSE,MA,021763201,42.4592093,-71.06078096379728,7819793800,0.0,40
0ec04450-c150-322d-b2c3-1449d672a23c,MANET COMMUNITY HEALTH CENTER  INC.,110 W SQUANTUM ST,NORTH QUINCY,MA,021712122,42.27259075,-71.03082765,6173763000,0.0,32
3ff0f58b-7a1f-3334-9449-ff15f68b7d86,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH INC,275 SANDWICH ST,PLYMOUTH,MA,023607761,41.94186605,-70.6455366462985,5087462000,0.0,1
dbe1e521-57da-3855-9aa0-aabadbd17e32,NORTH RIVER HOSPICE LLC,454 WASHINGTON ST,NORWELL,MA,020612050,42.1592792,-70.85480698781902,5084082408,0.0,2
80458ace-5754-39b0-807a-1a5b119cb5bb,CRYSTAL REHAB & NURSING LLC,11 PONTIAC AVE,WEBSTER,MA,015701629,42.06282535,-71.87016198711046,5089433889,0.0,1
dae3ee01-f383-366e-9ad6-dc92963064ea,MERCY MEDICAL CTR,1233 MAIN ST,HOLYOKE,MA,010405381,42.16578055,-72.63389634691956,4135365111,0.0,19
dac75bc1-cbfa-306b-9a0a-88d5edf3638d,BRIGHTON HOUSE REHABILITATION & NURSING CENTER,170 COREY ROAD,BRIGHTON,MA,021358244,42.3433093,-71.14003855124017,6177310515,0.0,2
87472bc2-7c23-37cc-8355-7f3e88614b6b,EAST LONGMEADOW SKILLED NURSING CENTER,305 MAPLE STREET,EAST LONGMEADOW,MA,010282765,42.059258494749486,-72.53388585052694,4135256361,0.0,21
b69bccdc-5ad3-3ded-a018-3cd8f369c9d2,CAPE REGENCY REHABILITATION & HEALTH CARE CENTER,120 S MAIN STREET,CENTERVILLE,MA,026323246,41.649898300000004,-70.34309844876677,5087781835,0.0,5
542185c1-943a-30f4-aba0-0efaa92488a4,EVEREST HEALTH CARE SPECIALISTS PLLC,142 LAKE ST,ARLINGTON,MA,024764738,42.40328885,-71.15140830652837,7817772320,0.0,20
a2cc09de-c1e2-3126-8c09-d49f95225281,CHILDREN'S HOSPITAL CORPORATION,300 LONGWOOD AVE,WALTHAM,MA,024532741,42.3756401,-71.2358004,6173554831,0.0,1
44cb1162-a345-3477-8723-c202a3c8cdcd,HOPKINTON MEDICAL CARE  P.C.,73 W MAIN ST,HOPKINTON,MA,017481619,42.21799145,-71.54005509979045,5084356900,0.0,31
ab16be57-62ea-39a5-8f7a-ee1285cf6934,THE MCLEAN HOSPITAL CORPORATION,115 MILL ST,PETERSHAM,MA,013669503,42.4865962,-72.1893057,6178553316,0.0,45
f341c366-8313-3790-ab26-d8d27b116ff5,WAYSIDE YOUTH & FAMILY SUPPORT NETWORK,80 LINCOLN STREET,WALTHAM,MA,024535465,42.39322121170625,-71.24104146434591,5086200010,0.0,34
5a6fa8a5-90e2-3f70-bb3e-3d9dd7ad2f96,CHICOPEE REHABILITATION AND NURSING CENTER LLC,44 NEW LOMBARD RD,CHICOPEE,MA,010204857,42.1678446,-72.54203576723424,7189740266,0.0,1
e69e7cbb-8362-30d1-83f2-3a0c492fe2b1,PLYMOUTH CARVER PRIMARY CARE  P.C.,110 LONG POND RD,PLYMOUTH,MA,023602642,41.9255829,-70.65514326847389,5087467272,0.0,59
1ef8d603-bec1-35f5-a830-2a0b919cf47f,SUTTON HILL CENTER,1801 TURNPIKE STREET,NORTH ANDOVER,MA,018456322,42.6355548,-71.0761760490546,9786881212,0.0,3
06cc2462-430f-3322-9c87-7e971125f510,EMERSON HOSPITAL,133 OLD ROAD TO 9 ACRE COR,WESTFORD,MA,018863198,42.5792583,-71.4378411,9782873226,0.0,113
479427f6-9419-3eba-b2c2-b037b4b89493,MANET COMMUNITY HEALTH CENTER  INC.,180 GEORGE WASHINGTON BLVD,HULL,MA,020453069,42.2630377,-70.8606109,7819254550,0.0,75
8e1aab52-fc16-3b51-ac7b-30379ebf5630,VNA & HOSPICE OF COOLEY DICKINSON INC,168 INDUSTRIAL DR,NORTHAMPTON,MA,010602379,42.335726,-72.63284732269418,4135841060,0.0,10
dfc0bac0-55a9-3f25-b0e3-78f9f586560c,COMMUNITY HEALTH PROGRAMS  INC,444 STOCKBRIDGE ROAD,GREAT BARRINGTON,MA,012301295,42.22088152406833,-73.34280352682327,4135289311,0.0,58
ee7fab6f-6438-394f-b1f2-3e452f8f055a,BLUEBERRY HILL REHABILITATION AND HEALTHCARE CTR,75 BRIMBAL AVENUE,BEVERLY,MA,019156009,42.570099299999995,-70.87108224250409,9789272020,0.0,17
79508e39-d0b0-3613-9d54-168f6e1c3a18,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,GROTON,MA,014502056,42.577352149999996,-71.57414587343038,9787849000,0.0,125
907b1d2f-2bf8-31b5-abc2-14d6b75faa96,ASSABET FAMILY PODIATRY  INC,340 MAPLE ST,MARLBOROUGH,MA,017523200,42.3358161,-71.54106510218209,5084813659,0.0,106
